to_node,from_node,Rating
215389,980,7
239165,540,7
239165,794,3
205156,868,9
205156,867,8
205156,990,7
205156,589,7
205156,862,6
205156,601,4
205156,980,3
331952,750,9
239074,955,4
239074,468,4
239074,975,4
254938,703,5
254938,929,3
238834,610,7
255732,862,6
255732,481,6
255744,426,7
238506,18,7
256122,596,9
256170,619,7
256170,761,7
256170,594,6
256170,590,6
215806,468,5
215806,418,5
215806,954,5
238636,930,8
204764,324,10
204764,990,8
204764,903,7
215526,877,3
255597,601,7
238825,58,6
238825,362,5
238825,681,2
255608,748,7
255608,980,7
255608,586,1
204681,523,7
204681,499,7
204681,355,6
204681,544,4
204680,858,6
204680,369,6
215609,681,2
255642,835,7
255642,533,6
255642,980,6
255642,832,5
255642,498,3
204671,380,5
204671,309,2
204671,374,1
255695,862,7
255695,750,6
255695,868,6
255695,475,5
255695,955,5
216629,361,7
216629,980,6
216629,767,5
244162,862,8
244162,980,8
244162,202,6
244076,607,7
246345,750,6
246345,955,4
315058,601,3
244026,995,8
244026,990,8
244026,528,7
244026,419,7
244026,997,6
244026,787,6
246409,28,5
246510,995,7
246510,528,7
246510,987,7
246510,545,6
246510,924,6
246510,534,5
246568,668,9
246568,389,9
246568,858,9
246568,314,6
315044,601,8
315044,116,8
315044,724,7
315044,980,6
315044,862,4
316113,862,7
316113,980,7
316113,882,6
244080,228,10
244080,890,9
244080,209,8
244080,451,7
316090,601,8
316090,862,6
316090,980,5
316090,877,4
244150,761,7
244150,939,5
244150,750,3
245952,777,8
245952,26,8
245952,57,8
245952,801,5
246037,713,6
246037,69,3
246094,137,6
246094,976,6
209653,955,7
209653,601,7
329529,193,7
329529,601,6
329529,413,6
329529,481,6
329529,465,6
329529,636,6
209644,545,9
209644,990,8
209644,523,7
209644,521,7
209644,312,7
211492,976,8
211492,18,6
246310,296,4
243940,990,9
243940,903,4
243698,454,7
243698,980,7
243698,392,7
243698,433,6
243698,413,6
243698,202,5
243698,165,5
243698,592,4
243698,601,4
209322,990,7
209322,855,7
209320,592,5
209320,767,5
246895,980,8
246895,426,7
246895,950,7
246895,810,6
246895,961,5
246895,810,4
246986,69,5
246986,681,5
246986,980,5
211882,296,6
209225,943,6
243612,967,9
243612,862,6
243612,454,6
243612,980,6
247135,540,6
209452,356,9
209452,426,3
246729,402,6
246729,955,5
315021,801,7
315021,980,7
315021,608,6
315021,28,6
315021,436,6
243927,903,7
243927,757,6
243927,202,6
243927,848,1
314971,387,8
314971,980,7
246723,991,6
314893,601,6
314893,421,5
246728,877,4
316180,586,10
316180,649,7
316180,980,7
316180,309,4
211852,563,10
211852,331,6
209366,980,6
243530,426,7
243530,903,6
243530,810,4
244939,862,3
244939,980,3
244951,26,7
244951,426,6
244951,451,6
244951,955,6
244951,813,5
244951,932,5
244951,597,5
315727,636,10
315727,980,8
315727,476,7
210181,420,7
210181,285,7
210181,499,6
210181,928,2
245058,877,7
245058,361,3
245134,750,7
245134,451,7
245134,939,6
245134,460,6
245134,974,6
245134,454,6
244268,854,6
210098,454,6
210098,980,5
210901,967,8
210901,862,6
210901,57,6
210901,451,5
210901,980,5
210901,955,4
245223,202,8
245223,866,7
245223,499,6
245223,926,5
245223,492,3
245224,990,8
245224,276,8
245224,951,6
244922,389,9
244922,750,8
244922,974,8
244922,467,6
244922,955,6
244922,451,6
244922,207,6
210292,364,9
244913,862,6
244913,361,6
244586,369,5
244609,401,7
244609,402,7
244609,451,6
244609,960,5
244609,421,4
210412,854,10
210412,457,7
210411,854,10
210411,457,7
210411,18,7
210410,854,10
210410,18,7
210406,854,10
210406,18,7
244704,970,8
244704,744,8
244704,969,7
244704,862,6
244704,481,6
244704,955,6
244704,421,5
244704,465,4
244911,451,5
244911,361,4
210428,818,8
210428,924,8
210428,508,7
244528,974,7
244528,457,4
244460,457,6
244460,862,6
244460,980,5
244460,427,4
245325,883,7
245325,955,6
245325,601,5
245325,896,3
245325,155,3
245325,733,3
315671,862,8
315267,936,8
315267,454,4
209809,315,9
209809,314,8
209809,329,7
209809,319,7
209809,125,6
244172,862,7
244172,202,6
209774,569,6
209774,903,6
209774,38,5
209773,569,6
328859,968,8
328859,413,6
328859,750,6
328859,481,6
328859,633,6
245644,974,8
245644,406,6
245644,457,6
245644,451,6
245644,955,6
244166,980,8
244166,968,7
244166,202,6
244166,446,5
244164,968,8
244163,980,8
244163,968,6
244163,202,6
245598,903,8
210935,968,8
210935,883,6
210935,868,6
210935,939,6
245385,601,7
245385,883,7
245385,475,6
245385,968,6
245385,862,2
245385,980,2
209893,862,6
209893,365,5
209893,980,5
245456,990,8
245456,324,7
245456,832,7
329230,980,6
329230,601,5
329230,877,4
209836,309,7
209836,601,6
209836,750,5
209836,941,4
209853,903,7
315670,862,8
315670,475,6
244216,976,6
245528,810,6
315624,939,8
315624,601,7
315624,429,7
315624,936,7
315624,418,6
315624,649,6
315624,955,6
316182,980,8
251060,635,6
251060,99,5
249650,980,8
249650,817,8
249650,826,8
249650,522,7
249650,519,7
249650,997,7
249650,831,6
249650,848,3
249650,621,1
207814,327,4
207814,767,4
207814,120,3
249692,454,8
249692,750,5
249692,980,5
249692,862,4
207809,855,8
207809,862,6
207809,750,4
241828,835,8
241828,545,7
241828,995,7
241828,560,6
241828,924,6
329939,601,7
329939,877,4
314252,342,8
314252,12,8
314376,877,7
241964,475,6
241964,129,5
241964,138,5
208073,84,7
208073,862,6
208073,903,4
208073,361,2
249312,787,8
242292,551,8
242292,990,8
242292,530,8
242292,419,8
242292,504,8
242292,787,6
249362,67,7
249362,877,6
249362,787,3
207965,420,7
207965,591,7
207965,812,2
242191,787,7
242024,475,5
242024,980,5
242024,886,3
207905,854,10
207905,457,7
207905,18,7
207905,374,3
314125,990,8
314125,596,7
314125,772,7
314125,601,5
314125,954,3
241323,862,8
241323,980,7
241323,18,6
241323,57,6
250525,601,7
250525,750,6
250525,481,6
250525,955,6
316581,635,2
207335,857,7
250718,337,8
316594,413,6
316594,937,6
316594,191,5
316594,930,3
250822,993,8
250834,426,7
250834,877,4
241083,7,6
241083,481,4
241083,601,4
250870,481,6
250905,939,7
250905,968,6
250905,421,6
250905,202,6
250905,415,5
251026,990,8
251026,500,8
251026,560,7
251026,993,7
251026,995,7
251026,512,7
213500,499,6
250333,426,7
250051,862,8
250051,681,4
207719,855,6
207719,40,6
207719,939,6
250291,903,8
250291,267,8
250291,832,8
250291,990,8
250291,504,7
250291,528,7
207713,126,4
207713,380,2
213268,569,5
213268,903,5
213268,673,4
207670,670,1
250348,888,7
250348,433,6
250348,202,6
250348,309,5
213304,160,8
213304,877,7
213304,968,6
213304,481,6
213304,202,5
213304,205,4
241489,862,6
241489,980,6
241486,967,4
208134,862,3
208134,980,3
209168,309,3
314542,373,8
314542,978,5
243080,750,8
243080,862,7
329710,413,7
329710,930,6
329710,460,5
247714,632,7
247730,605,4
242818,903,2
247952,545,9
247952,990,8
247952,508,7
247952,499,7
247952,987,7
247952,835,6
247952,997,6
247952,586,6
247952,904,5
208887,805,10
208887,528,7
208887,560,6
208887,511,6
208887,544,6
248154,993,8
243093,955,5
247576,277,7
247576,601,6
247576,980,6
247576,877,2
243101,681,2
243343,193,4
209113,990,8
209113,903,7
209113,904,5
212288,738,7
209090,877,4
314550,927,8
243191,939,8
243191,968,7
243191,601,6
243191,589,6
243191,481,6
243191,460,6
243191,202,6
243191,969,6
243191,633,5
243191,970,5
243191,980,5
243297,196,7
247473,976,8
247493,976,6
247493,978,5
247493,863,1
243231,750,8
243231,361,7
243231,601,7
243231,862,7
243231,980,6
242630,967,8
242630,761,6
208337,406,8
208337,968,7
208337,457,7
208337,454,7
208337,57,6
248899,594,6
248899,609,6
248927,18,7
248927,202,7
248927,58,6
208340,854,10
208340,993,8
208340,339,7
208340,831,7
248956,877,3
212668,980,3
212668,862,2
208800,761,8
208800,990,7
208800,993,7
208800,835,6
208800,232,6
208800,503,5
208800,247,3
328569,276,7
328569,0,6
328569,980,6
328569,202,5
208736,980,8
248332,798,9
248332,824,8
248332,504,8
248332,990,8
248332,542,7
248332,822,7
248332,202,6
248332,476,5
248430,968,7
248430,881,6
248430,809,5
248430,635,3
314461,841,8
314461,842,8
314461,983,8
314461,834,7
314461,553,7
314461,845,7
314461,534,7
314461,544,7
314461,828,6
203673,750,8
203673,903,5
203673,120,3
274605,902,3
266744,713,6
266744,917,6
266744,604,3
234616,421,6
234616,399,6
234616,903,3
267244,990,8
267244,270,7
267244,854,6
267246,7,7
267246,633,6
267246,73,5
267246,811,2
234615,421,7
234615,903,3
234614,421,7
234614,903,3
338957,461,8
338957,888,4
198450,481,6
198450,392,5
198450,955,4
198450,126,3
198450,592,3
198450,130,2
198450,655,1
234512,633,7
234512,481,6
267404,371,7
267404,369,5
267732,421,6
234473,862,7
234473,980,6
234473,955,5
338697,426,10
338697,181,8
338697,862,7
266769,601,8
266769,980,7
218165,968,9
266842,480,8
266842,858,8
266842,978,8
198574,421,7
198574,777,6
198574,57,6
198574,697,4
267036,42,4
198549,361,4
198549,697,3
198549,903,2
198269,883,6
267884,980,5
268899,545,8
268899,499,7
268899,508,7
268899,993,7
268899,369,5
268582,990,6
268582,980,5
268582,862,5
268582,955,4
268582,877,4
218349,499,6
218349,854,6
310885,968,8
234216,451,6
310880,990,9
310880,980,7
310880,988,6
310880,780,3
268901,515,8
268901,545,8
268901,508,7
268901,993,7
268901,486,6
268901,369,5
268901,831,4
268901,839,3
268948,479,7
268948,681,2
269077,862,6
269077,980,5
268408,903,3
318702,886,7
198142,681,4
339214,869,8
339214,57,6
339214,417,5
234383,750,8
234383,939,8
234383,610,7
234383,481,6
234383,955,6
234383,888,5
234383,633,5
234383,956,4
234383,970,4
234383,135,3
339263,364,8
198086,120,6
198060,750,7
198060,862,6
198060,939,5
198060,980,5
234316,810,4
268185,807,6
268185,342,6
268185,685,5
268221,993,8
268221,841,8
268221,990,8
268221,499,8
268248,924,7
268248,839,7
268255,601,8
268255,810,6
268255,421,6
198005,968,8
198668,91,8
198668,97,4
198668,877,2
266652,990,7
266652,476,4
266652,221,4
198670,904,7
198670,369,5
199401,955,4
199401,877,3
265019,465,7
265019,481,6
265019,633,5
265026,813,5
265026,140,4
265026,862,3
265026,980,3
265026,862,2
265039,854,10
265039,357,8
265039,993,8
265039,314,8
265105,896,7
265105,481,7
265105,592,5
265105,453,5
265105,652,4
235018,862,6
235018,980,6
235018,299,4
235018,977,4
235018,361,3
235018,886,3
265120,57,6
234977,890,6
234977,955,4
318551,955,6
265219,903,6
199247,750,3
199247,361,3
199247,980,3
199247,862,2
199247,737,1
265293,869,8
265293,601,6
265293,420,6
265293,942,4
265293,868,3
265304,364,9
265304,369,6
264318,750,8
264318,974,8
264318,451,7
264318,397,6
264410,454,6
264410,862,6
264566,750,8
264566,903,7
264566,939,7
264566,980,7
264566,748,6
264566,446,3
264566,223,3
264654,903,1
199611,451,7
199611,738,6
199590,596,8
199590,993,8
199590,858,6
199590,862,5
199590,980,5
199590,877,4
199590,681,3
264714,976,7
264742,791,7
264742,980,6
264742,748,5
217959,681,4
311209,750,7
311209,481,6
311209,413,6
311209,724,6
266308,968,5
198886,508,7
198886,247,6
266078,481,6
266078,955,6
266078,470,5
266078,435,4
266078,477,4
266078,472,2
266092,397,6
266092,481,6
266092,451,6
266092,974,5
266259,433,7
266421,810,6
266421,601,5
266651,713,3
265682,475,5
265682,980,5
265682,862,5
199007,236,8
199007,322,5
265634,903,7
217977,855,8
217977,228,8
217977,209,8
217977,980,8
217977,903,7
217977,748,7
217977,862,6
198984,139,3
198984,158,3
234874,750,7
234874,193,6
234874,123,4
265712,877,7
265715,777,8
265715,601,6
337961,436,6
337961,877,4
265771,765,7
265771,750,6
265832,938,6
269175,750,7
269175,962,6
269175,955,6
269175,361,5
199825,409,7
199825,903,6
199825,361,4
218666,823,8
218666,499,8
218666,504,8
218666,990,7
272711,681,4
196256,697,7
196234,355,8
196234,720,4
196220,795,5
272803,426,6
272803,681,2
273005,421,8
273009,545,9
273009,826,9
273009,510,8
273009,818,8
273009,538,7
273009,980,7
273009,369,6
273009,551,6
273009,517,5
273349,601,6
273349,361,2
273352,980,7
272697,261,8
272697,601,5
272364,601,7
272364,862,4
272364,980,4
196676,518,8
196676,512,7
196676,924,7
196676,487,6
196676,997,4
272078,649,6
233565,633,5
233565,465,4
272325,862,8
272325,433,7
272325,750,6
272325,939,4
272350,862,5
272350,972,3
272350,426,1
310196,421,4
272666,436,6
272666,202,6
272666,757,5
272502,832,9
272502,986,8
272502,980,8
272502,823,8
272502,504,7
272502,837,7
272502,523,7
272502,980,7
272502,845,7
196348,787,8
196342,601,6
196342,481,6
196342,202,5
233284,135,3
273482,993,8
273482,854,7
341286,736,7
341286,601,6
341286,810,6
341286,855,6
341286,954,6
341286,862,6
341286,877,5
233085,681,4
274442,821,8
274205,451,7
274205,863,6
274205,955,6
274205,635,4
273933,972,6
273519,903,8
273519,990,8
273519,544,7
273519,369,5
273636,547,9
273636,202,8
273636,866,8
273636,951,6
273769,534,8
273769,823,8
273769,554,7
273769,525,6
273909,823,9
273909,990,8
273909,534,8
273909,828,8
218988,290,6
218988,968,6
218988,309,5
218988,421,5
274053,866,8
274053,894,4
195535,748,6
218639,862,7
218639,970,4
218639,955,4
218639,744,3
218639,969,3
218639,980,3
271820,499,7
271820,545,7
271820,369,5
234101,601,7
234101,401,7
234062,29,5
340040,880,7
340040,862,7
340040,980,7
340040,955,6
340040,436,5
197414,980,6
269624,504,7
269624,450,6
269624,451,5
269624,748,5
269624,361,2
269607,57,6
318852,566,9
318852,862,8
318852,980,7
218460,681,4
197635,987,9
197635,508,7
197635,528,7
197635,499,7
197635,817,6
197635,529,6
197635,533,6
197633,987,9
197633,545,8
197633,508,7
197633,835,7
197633,997,6
197633,419,3
269487,912,6
269487,681,2
269504,877,6
218491,545,9
218491,845,9
218491,997,8
218491,995,8
218491,825,8
218491,999,7
218491,837,7
218491,544,7
218491,560,6
218491,369,5
340288,862,9
340288,601,8
340288,401,7
197377,924,9
197377,549,9
197377,990,8
197377,529,6
271090,750,8
271090,810,2
218615,457,6
233854,903,6
233854,794,6
233854,791,6
233854,675,5
271268,990,8
271522,116,7
271522,520,6
233673,854,7
233673,405,4
233673,282,4
196953,810,4
270512,750,9
270512,601,8
270512,968,7
270512,410,7
270512,943,6
270512,955,6
218574,328,6
218574,10,6
270680,371,8
270680,353,8
270680,559,8
270680,332,7
270680,357,7
270680,985,6
270680,685,6
218577,862,6
271045,401,10
271045,402,9
271045,750,8
271045,361,3
218590,862,7
270958,767,8
270958,771,8
270958,83,4
270958,980,4
197075,856,7
197075,866,6
197075,675,6
197075,877,5
197073,626,2
199800,399,6
199800,955,6
199800,221,4
236556,862,7
236556,601,2
335271,601,7
335271,862,6
335271,955,6
259064,974,8
259064,451,7
259064,402,6
259064,133,6
217015,974,7
217015,451,6
217015,890,6
259342,974,8
259342,962,6
259342,436,6
259342,451,6
259342,429,5
259342,23,5
259342,750,4
202674,57,6
202674,898,6
202674,202,5
202674,767,4
202674,221,4
202664,977,7
202664,499,6
202664,299,6
202664,361,5
202617,202,8
202617,759,8
202617,605,8
202617,866,7
202617,331,7
202617,955,6
202617,951,6
335467,476,7
335467,968,6
202742,673,6
202742,222,2
258775,341,8
258775,0,6
258775,903,2
216906,750,5
216906,154,2
258377,974,9
258377,955,6
258377,451,6
202975,877,4
258440,750,8
258440,738,7
258440,414,7
258457,748,5
335131,454,6
335131,601,5
258761,571,8
258761,451,7
258761,750,5
236480,470,7
236480,451,7
202821,587,9
202776,12,7
202776,296,6
202776,87,5
258751,66,7
312346,664,8
312346,601,3
312289,862,5
312289,980,4
260033,451,7
260033,431,6
260033,883,5
260037,601,6
202303,540,7
202303,990,7
217197,837,10
217197,826,10
217197,538,9
217197,980,7
202245,954,7
202227,866,7
202227,202,7
217229,642,7
217229,974,7
217229,451,7
217229,955,6
202375,810,6
202375,881,5
202375,635,4
202375,462,3
202517,955,4
259724,750,8
259724,418,7
259724,426,7
259724,477,6
259724,451,6
259724,454,6
259727,750,5
335541,980,8
335541,588,8
202478,976,8
202478,504,7
202478,900,6
202478,903,5
202478,903,3
259968,862,3
259968,980,3
259968,426,2
259970,202,7
259970,810,4
237088,474,9
237088,451,8
237088,419,7
237088,8,7
203410,392,5
216659,976,7
216659,977,6
216659,862,6
216659,955,2
216659,980,1
216659,426,1
203401,687,7
203401,451,7
203401,413,6
203401,974,6
203401,468,5
203401,614,5
203401,202,3
203401,942,3
257633,12,8
257633,785,6
312762,854,6
312762,980,3
312762,862,2
334267,481,6
334267,202,6
257445,964,5
333348,12,8
333348,202,6
257324,551,6
257324,767,5
257324,601,1
237213,454,6
237213,980,6
237213,962,5
237213,365,5
237213,451,5
237213,955,4
257440,221,5
237212,401,8
237212,402,7
237212,451,7
237212,421,6
237212,962,6
312951,309,2
333516,750,10
333516,939,7
333516,454,6
333516,202,6
327062,289,6
327062,862,5
327062,980,2
236893,481,7
236893,750,6
236893,939,6
236893,633,6
236893,451,6
236893,418,5
236893,862,5
236893,955,5
236893,980,4
312613,0,6
236577,769,6
236577,794,3
326985,510,8
326985,544,7
326985,831,6
258137,990,7
258137,508,7
258137,551,7
258137,993,7
258137,101,6
258137,858,6
258137,504,6
258137,617,4
258137,903,1
334590,101,7
334590,450,6
216895,930,8
258184,993,8
258184,499,7
258184,835,7
258184,980,7
202994,990,7
202994,750,5
236713,426,6
236713,361,5
236713,877,3
312726,475,5
312726,309,4
236884,543,8
203238,750,6
203238,421,4
203238,810,4
257725,415,7
257725,773,6
257725,460,6
257725,969,6
257725,451,6
257725,193,6
257725,481,5
257725,426,5
257725,970,4
236881,881,7
236881,903,6
312738,839,8
312738,987,8
312738,995,7
312738,980,7
312738,525,7
312738,560,6
312738,831,6
312738,369,5
334379,862,8
334379,436,6
334379,980,6
236861,668,9
203170,980,7
203170,854,6
203170,877,4
203170,361,4
312626,824,8
312626,791,8
312626,274,8
312626,990,7
257841,651,8
257841,427,3
334543,750,8
334543,481,7
334543,413,6
334543,939,6
334543,455,4
334543,421,4
235616,403,6
235616,701,6
262443,465,6
262443,202,5
262443,426,5
262443,980,4
262443,601,4
262447,862,8
262447,980,7
262447,592,3
262447,433,3
200527,748,7
200527,761,7
262554,767,6
262554,101,6
262554,681,4
262622,791,8
262622,824,6
262622,504,5
262622,757,5
262622,202,5
262622,502,2
262626,977,8
262626,196,7
262626,299,6
337262,771,8
337262,26,7
337262,472,4
261738,748,7
261738,373,6
318392,202,6
235696,750,8
235696,451,6
235696,601,2
235695,239,5
235695,787,1
200825,793,6
200792,968,5
200792,421,5
200792,866,5
200792,750,5
262198,796,9
262198,757,8
262198,767,8
262198,786,8
262198,791,8
262198,774,8
262198,764,8
262198,758,8
262198,798,5
200760,649,3
200760,309,3
262291,457,8
262291,454,6
200407,21,7
200407,413,6
200407,481,5
200407,932,4
337500,980,8
337500,862,8
337500,990,7
337500,601,6
217680,738,7
217680,457,7
217680,956,5
217680,460,4
263426,319,8
263426,481,6
263426,399,1
263437,141,1
263437,738,1
200083,681,3
235361,903,8
235361,475,7
235361,877,5
235361,421,4
235293,817,6
263996,823,9
263996,501,8
311659,980,4
311659,862,4
311659,436,4
311659,426,3
235254,750,9
235254,939,9
235254,862,7
235254,962,6
235254,777,6
235254,980,5
217827,810,4
217827,877,4
217827,862,3
264154,361,6
264154,83,5
264154,862,4
264154,877,4
264154,980,4
326804,601,7
326804,633,6
326804,481,5
326804,750,5
326804,365,5
326804,855,3
217838,750,7
217838,601,6
217838,470,6
217838,810,6
217863,977,5
264221,980,6
235471,976,8
235471,16,6
311708,481,7
311708,413,6
235455,862,7
263085,858,9
263085,23,7
200314,376,6
200314,767,4
200314,187,3
263222,406,9
263222,457,7
263301,545,9
263301,508,8
263301,551,8
263301,761,7
263301,999,5
263301,997,5
261666,993,8
261666,499,8
261666,990,7
261666,58,7
261666,980,7
235699,418,7
235699,956,5
235699,955,5
235699,421,5
235699,601,5
235699,481,5
235940,454,8
235940,687,7
235940,413,6
235940,481,6
235940,451,6
235940,393,4
235940,460,4
235940,465,4
201842,890,5
201842,862,4
201842,427,4
201842,980,4
235926,545,7
235926,836,7
217320,956,7
217320,632,7
217320,909,6
217320,955,5
217320,980,3
201560,57,6
201560,275,6
201560,380,4
260709,750,8
260709,955,6
260733,903,5
312182,278,9
312182,422,8
201458,127,7
235943,633,6
235943,465,5
235943,481,5
235943,955,4
235943,451,4
235943,414,3
235943,468,3
260524,854,7
202026,738,7
260282,649,6
201973,28,6
201973,748,6
201973,604,4
236114,954,6
236114,738,6
236114,862,6
236114,980,6
236114,624,6
336552,862,8
336552,601,8
336552,592,7
336552,178,7
336552,361,7
336552,980,6
201917,767,7
201917,810,6
235991,545,8
235991,990,8
235991,369,5
201028,748,5
201026,601,8
201026,777,7
235807,672,5
261490,313,8
261490,968,8
261490,862,7
261490,877,7
261490,980,6
261490,601,5
261491,513,8
261491,212,8
261491,451,7
261491,744,6
261491,969,6
261491,955,5
261491,970,4
318322,980,8
318322,990,7
318322,903,6
200999,338,8
200999,320,6
200959,995,8
200959,998,8
200959,508,7
200959,924,7
200959,521,7
200959,990,7
200959,534,6
200959,544,6
200959,835,6
200959,369,5
337070,980,8
337070,610,7
337070,202,6
318353,990,9
318353,499,8
217378,7,7
217378,202,6
217378,481,6
217378,282,6
217378,633,5
311829,202,6
311829,903,3
200888,993,8
200888,990,8
200888,511,6
200888,520,5
200888,810,4
235819,421,8
235819,750,7
235819,955,6
235819,401,6
235819,877,3
201453,410,5
201453,126,3
201453,475,3
311990,968,8
311990,601,7
260937,426,9
260937,675,8
260937,990,7
260980,968,6
260980,601,6
260980,939,6
260980,202,5
261112,405,4
261160,545,9
261160,817,9
261160,839,8
261160,818,8
261160,990,8
261160,532,7
261160,831,6
261160,510,6
217340,974,7
217340,467,6
217340,687,6
217340,418,6
217340,193,6
217340,413,5
217340,451,5
217340,435,4
217340,939,3
217340,460,3
261316,720,6
261316,935,5
261316,873,4
261265,416,8
261265,451,7
261265,968,6
261265,361,4
201048,475,4
201048,862,3
201048,980,3
319320,475,7
105305,856,7
105305,862,6
105305,451,6
105305,980,6
105305,877,4
105305,148,4
11027,220,7
11027,539,7
11027,990,7
11027,995,6
11052,220,5
11052,200,3
11052,277,3
11056,369,6
11071,882,6
11071,903,6
11071,748,5
11071,888,4
11085,888,6
11085,750,6
11085,939,6
11085,936,6
11085,451,6
11085,191,5
11085,592,5
11085,599,5
11085,433,5
11085,220,4
11112,508,8
11112,539,8
11112,848,7
11112,924,6
11112,518,6
11115,539,7
11115,815,6
11115,545,6
11115,995,5
11115,987,4
11115,839,4
11115,508,3
11116,987,8
11116,508,7
11116,539,7
11116,995,6
11116,848,6
11116,993,6
11116,504,5
11116,882,5
11116,518,5
11116,831,4
11121,835,7
11121,815,6
11121,518,6
11121,545,6
11124,539,8
11124,508,7
11124,518,7
11124,993,7
11124,504,6
11124,815,6
11124,161,6
11124,550,6
11124,503,5
11124,848,4
11125,995,7
11125,369,6
11125,220,5
11011,508,7
11011,499,6
11011,220,5
10996,950,5
10842,436,7
10842,451,7
10842,939,6
10842,750,6
10842,191,5
10842,865,5
10842,955,4
10842,881,4
10845,741,6
10845,451,5
10845,750,3
10855,422,7
10855,436,6
10855,894,6
10855,936,6
10855,460,5
10855,220,5
10855,503,2
10855,621,2
10885,866,7
10885,515,7
10885,220,7
10885,518,6
10885,539,6
10885,503,5
10885,291,5
10885,369,5
10885,831,4
10889,513,8
10889,520,7
10889,189,5
10893,343,7
10893,862,6
10914,980,7
10914,539,7
10914,995,6
10914,220,5
10949,909,6
10949,57,3
10966,232,6
10966,839,5
10971,175,8
10971,950,8
10971,220,5
11131,995,7
11131,815,7
11131,508,7
11131,539,7
11131,499,6
11131,518,6
11131,525,6
11131,369,6
11131,831,4
11131,843,1
11347,748,6
11347,499,5
11347,886,5
11347,955,4
11347,903,3
11351,220,3
11370,882,6
11370,504,5
11370,545,4
11370,426,1
11393,220,5
11393,82,2
11399,324,10
11399,515,9
11399,539,7
11399,504,6
11399,518,6
11399,924,6
11399,848,4
11399,369,4
11402,518,6
11402,977,6
11402,882,4
11408,499,4
11320,228,8
11320,209,8
11320,812,6
11320,202,5
11320,220,4
11413,862,7
11413,384,4
11421,738,7
11421,968,7
11421,451,7
11421,220,6
11421,899,5
11421,499,4
11433,538,7
11433,515,6
11433,835,6
11433,544,6
11441,518,6
11441,999,6
11452,515,8
11452,510,6
11452,518,5
11452,220,4
11339,839,8
11339,508,7
11339,831,6
11339,504,6
11339,522,4
11339,550,2
11136,839,9
11136,539,7
11136,508,6
11136,518,6
11136,997,6
11136,542,5
11136,369,5
11136,999,4
11136,831,4
11215,460,7
11215,220,6
11215,451,6
11215,750,5
11215,704,5
11215,899,4
11215,968,4
11138,376,7
11138,987,5
11138,220,4
11177,256,6
11177,362,5
11177,232,4
11177,882,3
11179,835,8
11179,995,7
11179,924,6
11208,750,7
11208,849,6
11208,955,4
11235,973,6
11241,995,5
11241,220,5
11253,508,8
11253,539,7
11253,499,6
11253,525,6
11253,550,6
11253,518,5
11253,545,5
11253,220,4
11258,869,4
11258,607,3
11278,508,9
11278,555,9
11278,503,7
11278,355,6
11284,866,10
11284,955,6
11287,513,8
11289,521,7
11289,499,7
11289,882,5
10822,508,7
10822,815,7
10822,836,7
10822,518,7
10822,539,7
10822,995,6
10822,506,6
10813,953,8
10813,460,6
10813,451,6
10813,750,5
10813,939,5
10813,980,5
10813,738,4
10813,935,3
10811,882,6
10811,201,6
10811,939,6
10811,856,6
10811,451,5
10811,207,5
10811,191,4
10811,197,4
10811,902,4
10811,436,3
10811,812,2
10348,508,7
10348,161,7
10348,550,7
10348,539,7
10348,503,6
10348,815,6
10348,518,6
10348,525,6
10348,369,5
10348,831,3
10353,220,3
10354,882,4
10361,545,8
10361,518,7
10368,220,5
10368,200,4
10392,993,7
10392,515,6
10392,525,6
10392,220,5
10394,220,4
10414,405,5
10414,755,5
10414,426,3
10414,362,1
10419,174,8
10419,980,3
10424,962,3
10432,866,3
10432,202,3
10459,963,5
10462,220,2
10462,426,1
10463,903,7
10463,748,6
10463,106,5
10470,839,9
10470,538,8
10470,525,7
10470,518,7
10470,835,2
10345,886,7
10345,193,6
10345,220,6
10345,748,6
10345,750,5
10345,451,5
10345,422,4
10345,738,1
10270,888,5
10270,856,5
10257,539,7
10257,499,6
10257,815,5
10257,924,5
10257,525,5
10257,882,5
10257,518,5
10257,835,5
10257,831,4
10257,369,4
10257,508,2
10258,508,7
10258,539,7
10258,815,6
10258,518,6
10258,525,6
10258,882,5
10258,831,4
10264,987,10
10264,995,7
10264,815,7
10264,525,6
10264,518,6
10264,521,6
10264,980,6
10264,882,5
10264,831,3
10266,525,6
10268,839,9
10268,924,8
10268,161,7
10268,985,7
10275,817,6
10275,202,5
10326,200,5
10282,978,6
10306,669,10
10306,220,5
10306,265,5
10306,886,5
10307,161,8
10310,510,9
10310,111,9
10310,839,8
10310,542,6
10511,193,7
10511,935,6
10511,421,6
10511,956,5
10511,960,5
10511,191,4
10511,955,4
10511,339,3
10651,886,7
10651,901,5
10651,422,5
10651,451,5
10651,220,3
10742,632,7
10742,886,7
10742,167,6
10742,451,6
10742,942,5
10742,962,5
10742,220,3
10769,950,5
10769,193,5
10631,499,6
10631,214,2
10776,515,7
10776,835,7
10776,820,7
10776,998,7
10776,539,7
10776,995,6
10776,518,6
10776,999,6
10776,369,6
10776,503,5
10776,812,4
10780,791,8
10783,872,7
10783,748,7
10783,331,6
10783,750,6
10783,220,4
10785,924,8
10785,882,7
10785,843,6
10785,766,5
10793,518,6
10793,545,4
10793,980,3
10797,539,7
10797,508,6
10797,518,6
10797,839,5
10797,882,4
10805,499,7
10805,518,6
