BGGId,Rating,Username
18061,7.5,nsevaux
18061,7.0,Lawrence Hung
18061,7.0,dakerr
18061,7.0,cat5brother
18061,7.0,Tormenta
18061,7.0,Historix
18061,6.0,FRANCONY robin
17779,7.0,Michael Becker
17779,6.0,hauwech
17779,6.0,Bixby
17779,4.5,Nap16
17568,5.0,loopoocat
17568,5.0,Goldhund
17568,5.0,Hessu68
17568,5.0,Jorge Saavedra
17568,4.0,loopoocat
17568,4.0,kathuna
17568,3.0,loopoocat
17568,3.0,oskari
17568,3.0,Arkeo
17568,2.0,loopoocat
17568,1.0,PBrennan
17576,5.0,jcd2001es
17576,4.0,mroozz
17576,2.0,hauwech
17580,6.0,Handballer
17580,5.0,kathuna
17580,5.0,jogosdomundo
17580,4.0,loopoocat
17580,4.0,S3ppl
17580,2.5,HilkMAN
17591,8.5,Condompete
17591,7.0,airjudden
17591,7.0,Gareth00Simon
17591,6.0,loopoocat
17615,5.0,lacm
17635,6.0,khronosTdG
17635,5.0,pietlavens
17644,7.0,dakerr
17644,6.0,lroces1969
17644,5.0,FRANCONY robin
17644,4.0,dancingdanslc
17684,5.0,breakmanynecks
17755,7.0,fake
17755,5.0,loopoocat
17755,5.0,Handballer
17755,4.0,loopoocat
17755,3.0,loopoocat
17755,2.0,loopoocat
17699,4.0,rossum
17738,6.5,pietlavens
17738,5.5,Florian Sohns
17738,5.0,Tycho
17738,3.0,Peter The Rat
17738,3.0,loopoocat
17738,1.0,Camponotus
17754,6.0,loopoocat
17754,3.0,woodnoggin
16746,5.0,i7dealer
16741,7.0,Blastpop
15635,5.0,hauwech
15635,3.0,Arkeo
15635,3.0,andersed
15683,7.0,Lawrence Hung
15683,7.0,dakerr
15683,7.0,marcocim
15683,7.0,lroces1969
15683,6.5,mcpranno
15683,6.0,Pete Atack
15743,4.0,kathuna
15743,3.0,hauwech
15743,3.0,gimli043
15743,3.0,crimescene
15743,1.0,Inge
15819,7.0,fake
15819,5.5,Florian Sohns
15819,5.0,Be4tngU
15819,4.0,Gregarius
15819,3.0,TaliaIsabelle
15819,3.0,loopoocat
15828,8.0,fake
15828,7.0,HilkMAN
15828,6.0,Handballer
15828,5.0,Peerchen
15828,5.0,FC Dynamo Turbine
15852,5.0,Hessu68
15852,4.0,kathuna
15852,3.0,loopoocat
15852,3.0,oldgoat3769967
15852,2.0,eddy_sterckx
15855,6.5,Arkeo
15855,6.0,juuzzom
15855,4.0,Hessu68
15863,7.7,Walt Mulder
15863,5.5,Hessu68
15863,3.0,slatersteven
15863,2.0,kystas
15863,2.0,Kosmonaut
15863,2.0,Florian Sohns
15877,6.0,vindex
15958,6.0,Handballer
15958,6.0,Peter The Rat
15958,5.5,Hessu68
15958,5.0,hauwech
15958,5.0,PzVIE
15958,5.0,kathuna
15991,4.0,EscaperoomAlkmaar
16003,6.0,TomVasel
16003,6.0,mcpranno
16003,5.0,OGRussHood
16003,5.0,oldgoat3769967
16003,4.0,ddash
16030,6.0,nsevaux
15430,6.0,vindex
15430,6.0,Tormenta
15284,6.0,fake
15284,5.0,loopoocat
15284,5.0,evingerm@epix.net
15334,7.0,Peerchen
15334,7.0,Kroupflecken
15334,7.0,Mitspieler
15334,6.5,punkin312
15334,6.0,hauwech
15334,6.0,DerSchroeder
15334,5.0,FC Dynamo Turbine
15334,5.0,gonzo104
15334,5.0,Pfluftl
15334,5.0,kathuna
15334,3.5,BudsBalkan
15354,3.0,loopoocat
15354,2.0,RedMonkeyBoy
15380,3.0,TomVasel
15380,3.0,oldgoat3769967
15391,9.0,marcocim
15391,8.0,Lawrence Hung
15391,8.0,jstalica
15391,1.0,Gilnean
15391,1.0,Eagles
15399,8.0,general hoth
15399,7.0,FRANCONY robin
15399,7.0,vindex
15412,5.0,zackdale
15412,4.0,fnord23
15427,4.0,Hessu68
15427,3.1,Nap16
15427,3.0,Camponotus
15427,2.0,Camponotus
15432,6.5,hannon
15432,6.0,vindex
15432,6.0,Historix
15455,3.0,Arkeo
15462,4.5,tuckerotl
15462,4.0,TomVasel
15462,4.0,oldgoat3769967
15462,1.0,hobbesvii
15483,7.0,nsevaux
15483,6.0,Noel Wright
15483,5.0,melau
15490,4.0,Orcoteuthis
15490,4.0,t80u
15520,5.5,Acciaccatura
15520,4.0,j-berman
15520,3.0,TomVasel
15520,2.0,william4192
15542,7.0,t80u
15542,3.0,Arkeo
15559,7.0,pietlavens
15559,7.0,fake
15559,4.0,Ruckelpudding
15559,3.0,Khexhu
15563,6.0,Shakar
15563,4.0,rayzg
16085,8.0,Drpretorios
16088,7.0,fake
16088,6.5,oldgoat3769967
16088,6.0,TomVasel
16088,5.8,Walt Mulder
16088,5.0,mcpranno
16088,5.0,Florian Sohns
16562,2.0,OGRussHood
16562,1.0,oldgoat3769967
16440,6.0,loopoocat
16440,5.0,Kweevnidny
16450,9.0,pascalh
16456,7.0,pierfederico
16456,7.0,FRANCONY robin
16457,7.0,pascalh
16466,9.0,marcocim
16466,9.0,LOEF
16466,7.0,Lawrence Hung
16466,7.0,Nap16
16466,5.0,djberg96
16471,9.0,Molly may
16471,7.0,pierfederico
16471,7.0,vindex
16471,7.0,Tormenta
16471,6.0,melau
16471,6.0,Noel Wright
16471,6.0,dakerr
16471,5.0,FRANCONY robin
16474,7.0,marioymia
16474,7.0,HilkMAN
16474,5.0,TomVasel
16474,2.0,Squeezel
16530,2.0,oldgoat3769967
16530,1.0,OGRussHood
16608,6.0,akapastorguy
16617,6.0,dakerr
16617,5.0,loopoocat
16617,5.0,breakmanynecks
16649,6.0,Hessu68
16649,5.0,exparrot
16673,7.0,nsevaux
16673,6.5,RockyMountainNavy
16699,4.0,Nap16
16432,9.0,hannon
16432,6.5,ftstevens
16432,6.0,marcocim
16268,7.0,Peter The Rat
16268,7.0,fake
16268,7.0,Shakar
16268,6.0,Kroupflecken
16268,5.0,Florian Sohns
16130,7.0,OGRussHood
16130,2.0,JasonSaastad
16145,6.0,Boonec
16145,5.0,Monkey9485
16145,5.0,kathuna
16145,4.0,hauwech
16158,4.5,Hessu68
16158,2.0,Arkeo
16169,7.0,dakerr
16169,7.0,nsevaux
16262,4.0,ddash
16428,5.0,Jofarin
16428,4.0,fibobs
16428,3.0,loopoocat
16428,3.0,charlest
16428,2.0,oldgoat3769967
16428,1.0,OGRussHood
16272,7.0,Gareth00Simon
16272,6.0,eddy_sterckx
16272,6.0,dakerr
16272,4.0,loopoocat
16273,8.0,Lawrence Hung
16273,7.0,zaarin7
16273,6.0,dakerr
16273,6.0,MAAL
16273,6.0,lroces1969
16273,6.0,marcocim
16273,5.0,breakmanynecks
16273,4.0,pierfederico
16273,4.0,loopoocat
16314,5.8,naarnold
16314,4.0,himokl
16325,8.0,uscaucasus
16325,7.0,smacphee
16325,7.0,lroces1969
16332,7.0,Rikmaster
16332,7.0,revshafer
16332,6.7,Molly may
16332,6.0,breakmanynecks
16332,5.0,xrubio
16332,4.0,gallid
16368,6.0,Florian Sohns
16368,6.0,dizzyl
16368,6.0,khronosTdG
16368,6.0,kathuna
16368,4.0,hauwech
16368,4.0,FC Dynamo Turbine
16380,3.0,Be4tngU
16389,6.6,jcd2001es
8046,6.0,breakmanynecks
8046,3.0,loopoocat
8043,8.0,breakmanynecks
8043,8.0,nsevaux
2776,5.0,cat5brother
2776,4.0,loopoocat
2925,5.0,william4192
2925,1.0,OGRussHood
2933,6.0,n_and
2933,5.0,ArmoredYak
2933,5.0,cat5brother
2933,5.0,loopoocat
2933,5.0,boxoftricks_13
2933,5.0,t80u
2933,3.0,PzVIE
2935,6.0,hauwech
2935,5.0,rayzg
2935,4.0,fake
2935,4.0,loopoocat
2935,3.0,Stefan Brück
2941,3.0,Walt Mulder
2941,2.0,rseater
2941,1.0,Lawrence Hung
2958,6.0,Pola
2958,5.0,weezeral
2958,5.0,Steve Be
2991,7.0,Be4tngU
2991,6.0,Irondell
2991,4.0,jmdsplotter
2991,4.0,oldgoat3769967
2991,3.0,Arkeo
2996,6.1,hauwech
2996,6.0,Stefan Brück
2996,6.0,jueja
2996,6.0,loopoocat
2996,5.0,Maja Dorn
2996,5.0,FC Dynamo Turbine
2996,5.0,jmdsplotter
2996,5.0,Michael Maschke
2996,3.0,Tycho
3023,5.0,loopoocat
2782,5.0,evingerm@epix.net
2782,2.0,PBrennan
2782,2.0,Boonec
2783,5.0,Kroupflecken
2783,4.0,Arkeo
2783,4.0,kathuna
2783,3.5,Hessu68
2783,3.0,tmgd
2788,6.0,Kweevnidny
2788,6.0,Handballer
2788,6.0,Dychotimer
2788,4.0,pietlavens
2788,4.0,Arkeo
2791,5.0,Kweevnidny
2791,5.0,loopoocat
2791,4.0,william4192
2791,4.0,Hessu68
2832,6.0,Hopalong
2832,5.0,loopoocat
2832,4.0,PzVIE
2832,3.0,Kweevnidny
2845,7.0,ArmoredYak
2845,6.7,Walt Mulder
2845,6.0,n_and
2845,6.0,jmdsplotter
2845,6.0,loopoocat
2845,5.0,evingerm@epix.net
2845,3.0,PzVIE
2845,2.0,JasonSaastad
2863,5.5,wa11eye
2863,5.0,loopoocat
2863,5.0,ddash
2871,7.0,crimescene
2871,6.0,oldgoat3769967
2871,4.0,Hessu68
2871,2.0,PBrennan
2871,2.0,DerSchroeder
3024,6.0,loopoocat
3024,5.0,evingerm@epix.net
3024,5.0,Be4tngU
3024,3.0,rseater
3144,9.0,Be4tngU
3144,6.0,oldgoat3769967
3144,5.0,loopoocat
3144,3.0,mcpranno
3150,7.0,Mobby
3150,4.0,fake
3150,4.0,PzVIE
3156,9.8,Condompete
3156,6.0,n_and
3156,6.0,airjudden
3156,5.0,TigerTailz
3156,5.0,marcocim
3156,3.5,mcpranno
3188,7.0,XcrovaxX
3188,4.4,Nap16
3198,7.0,loopoocat
3198,6.0,fake
3198,6.0,ddash
3198,5.0,gonzo104
3198,5.0,hauwech
3198,5.0,Michael Becker
3198,5.0,Michael Maschke
3198,4.0,FC Dynamo Turbine
3205,6.5,seldonita
3205,6.0,jueja
3205,5.0,hauwech
3205,5.0,PzVIE
3205,4.0,FC Dynamo Turbine
3205,4.0,fake
3205,3.0,renard
3205,2.0,Maja Dorn
3129,7.0,rayzg
3129,6.0,jmdsplotter
3129,5.0,PzVIE
3129,3.0,cfarrell
3214,5.0,evingerm@epix.net
3214,4.0,PzVIE
3214,4.0,jmdsplotter
3214,3.0,loopoocat
3214,3.0,oldgoat3769967
3214,1.1,airjudden
3229,6.0,Stefan Brück
3229,6.0,Rikmaster
3229,6.0,loopoocat
3232,5.0,AlbinWesley
3233,7.0,Stefan Brück
3233,6.0,Kweevnidny
3233,6.0,Adidas02
3233,5.0,fnord23
3233,5.0,oldgoat3769967
3233,5.0,Be4tngU
3233,3.1,rjgomes
3233,1.0,akapastorguy
3238,7.0,PzVIE
3238,7.0,Rikmaster
3238,6.5,janus
3238,6.0,jueja
3238,5.0,loopoocat
3240,7.0,evingerm@epix.net
3240,6.0,dakerr
3037,7.0,Condompete
3037,6.0,n_and
3037,5.0,airjudden
3037,5.0,breakmanynecks
3037,4.0,loopoocat
3039,7.0,Condompete
3039,7.0,mirsik
3039,6.0,n_and
3039,6.0,TigerTailz
3039,6.0,loopoocat
3039,3.0,Feelitmon
3045,8.0,Condompete
3045,6.7,Walt Mulder
3045,6.0,CheetohFingers
3045,5.0,PzVIE
3045,3.5,mcpranno
3047,6.0,PzVIE
3047,6.0,loopoocat
3047,4.0,jmdsplotter
3062,6.0,Kroupflecken
3062,6.0,kathuna
3062,5.2,rjgomes
3062,4.0,FC Dynamo Turbine
3062,2.0,PzVIE
3062,1.0,Maja Dorn
3112,7.0,RedMonkeyBoy
3112,6.0,Kweevnidny
3112,4.0,loopoocat
3112,4.0,meewarwoowoo
3068,5.0,Maja Dorn
3068,5.0,ddash
3068,4.0,Stefan Brück
3068,4.0,FC Dynamo Turbine
3068,4.0,PzVIE
3068,3.0,dougadamsau
3068,3.0,fake
3096,7.0,mcpranno
3096,6.0,zydoz
3096,4.0,himokl
3107,7.5,pietlavens
3107,7.0,Pfluftl
3107,6.0,rplea
3107,6.0,Goldhund
3107,5.0,hauwech
3107,5.0,barber
3107,5.0,Hessu68
3107,4.0,kystas
3107,3.0,Geeken
3108,8.5,Condompete
3108,7.0,nanobastaddo
3108,6.0,Nap16
3108,6.0,loopoocat
3108,5.0,CheetohFingers
3108,5.0,ArmoredYak
3109,6.0,breakmanynecks
3109,3.0,navhogan
2765,7.0,fake
2765,5.25,jmdsplotter
2765,5.0,hauwech
2765,3.0,DeviantMagick
2415,6.0,Florian Sohns
2415,5.0,oskari
2415,4.0,Peerchen
2440,6.5,TheChin!
2440,5.0,Nap16
2440,5.0,jmdsplotter
2440,3.0,PzVIE
2442,3.0,PzVIE
2442,3.0,jmdsplotter
2450,6.0,lordyuric
2450,5.0,evingerm@epix.net
2450,4.0,Hessu68
2473,7.0,Peerchen
2473,6.0,jueja
2473,6.0,kathuna
2473,5.0,Stefan Brück
2473,5.0,hauwech
2473,5.0,Mobby
2473,5.0,Michael Maschke
2489,5.0,evingerm@epix.net
2489,4.0,rseater
2493,6.7,Walt Mulder
2493,6.0,Dathkadan
2493,6.0,mcpranno
2493,5.0,fake
2497,7.9,Walt Mulder
2497,5.0,inzivro
2497,4.5,mcpranno
2497,3.0,PzVIE
2513,5.0,Peter The Rat
2513,2.0,Shakar
2513,1.0,Maja Dorn
2404,7.0,Hopalong
2404,6.0,n_and
2404,4.0,mcpranno
2320,7.0,TomVasel
2320,6.0,hauwech
2320,6.0,fake
2320,6.0,kathuna
2320,5.0,loopoocat
2320,4.0,FC Dynamo Turbine
2320,3.0,Maja Dorn
2320,3.0,loopoocat
2341,8.0,loopoocat
2341,7.4,Walt Mulder
2341,7.0,Be4tngU
2341,6.0,dakerr
2349,7.0,p4warrior
2349,6.0,kathuna
2349,4.0,jueja
2349,3.0,hauwech
2349,3.0,loopoocat
2357,8.0,Irondell
2357,7.0,akapastorguy
2357,7.0,crimescene
2357,6.0,JoSch
2357,6.0,jmdsplotter
2357,6.0,jogosdomundo
2357,4.0,Stefan Brück
2357,4.0,kiwols
2357,3.0,Michael Maschke
2357,2.0,hauwech
2357,1.0,PzVIE
2361,8.0,ddash
2361,6.0,hauwech
2361,5.0,akapastorguy
2361,5.0,fake
2361,5.0,jmdsplotter
2361,5.0,kathuna
2361,4.0,FC Dynamo Turbine
2361,4.0,PzVIE
2370,5.0,boxoftricks_13
2370,4.0,akapastorguy
2378,6.0,Stefan Brück
2378,5.0,loopoocat
2378,5.0,Be4tngU
2378,4.0,fake
2378,4.0,Hessu68
2378,3.0,jueja
2378,3.0,hauwech
2390,6.0,thrake
2390,5.0,loopoocat
2390,5.0,kathuna
2390,3.0,mcpranno
2390,2.0,hauwech
2391,3.0,machiavelli
2532,6.0,Stefan Brück
2532,6.0,DerSchroeder
2532,6.0,kathuna
2532,5.0,hauwech
2532,5.0,loopoocat
2532,3.0,moramis
2540,8.0,jueja
2540,6.0,fake
2540,5.0,sdiberar
2540,4.0,Florian Sohns
2540,3.0,j-berman
2540,3.0,mcpranno
2724,7.0,nsevaux
2724,6.4,Walt Mulder
2724,5.6,Molly may
2724,5.0,loopoocat
2657,8.0,coralsaw
2657,6.0,ddash
2657,6.0,khronosTdG
2657,5.0,gonzo104
2657,5.0,Hessu68
2657,5.0,DerSchroeder
2657,4.0,hauwech
2664,6.0,Hopalong
2664,5.0,akapastorguy
2664,5.0,evingerm@epix.net
2664,3.0,loopoocat
2676,7.0,TheChin!
2676,6.5,wa11eye
2676,6.0,akapastorguy
2676,3.0,loopoocat
2705,7.0,Stefan Brück
2705,7.0,PzVIE
2705,7.0,rseater
2705,6.0,Handballer
2705,5.0,oldgoat3769967
2705,4.0,TomVasel
2730,9.0,Be4tngU
2730,7.0,hauwech
2730,6.0,Hopalong
2730,4.0,loopoocat
2730,3.0,PzVIE
2731,7.0,Chris Sjoholm
2731,6.0,brian
2731,6.0,dwrigley
2733,8.0,fake
2733,7.5,mcpranno
2733,7.0,akapastorguy
2733,7.0,Florian Sohns
2733,7.0,ddash
2733,7.0,kathuna
2733,6.5,rplea
2733,6.0,TaliaIsabelle
2733,6.0,Hessu68
2746,6.0,loopoocat
2746,5.0,TheChin!
2753,6.0,loopoocat
2753,5.666,Nap16
2753,3.5,mcpranno
2756,6.5,TheChin!
2756,5.5,Nap16
2756,5.0,jmdsplotter
2756,5.0,wa11eye
2756,4.0,loopoocat
2756,3.0,mcpranno
2762,7.0,Chris Sjoholm
2762,6.0,TomVasel
2549,6.0,acidshampoo
2549,5.5,janus
2549,5.0,kathuna
2549,4.0,Hessu68
2549,3.0,Stefan Brück
2549,3.0,kystas
2550,6.0,fake
2550,5.0,jmdsplotter
2550,4.0,yendi57
2558,7.0,Peerchen
2558,7.0,ddash
2558,6.0,Stefan Brück
2558,6.0,Kroupflecken
2558,5.0,Maja Dorn
2572,6.0,kathuna
2572,4.0,loopoocat
2577,6.0,TomVasel
2577,6.0,ddash
2577,5.0,oldgoat3769967
2577,4.0,yolandavi
2577,4.0,PBrennan
2586,6.0,Chris Sjoholm
2586,6.0,OGRussHood
2586,2.0,JasonSaastad
2609,6.0,akapastorguy
2609,6.0,kathuna
2609,5.5,Florian Sohns
2609,5.0,p4warrior
2626,7.5,pietlavens
2626,6.0,jogosdomundo
2626,5.0,crimescene
2626,5.0,kathuna
2626,4.0,fake
2626,4.0,hauwech
2626,3.0,akapastorguy
2626,3.0,loopoocat
2630,6.0,kathuna
2630,5.0,Stefan Brück
2630,4.0,hauwech
2630,4.0,loopoocat
2630,3.0,Andy Parsons
2634,9.0,Be4tngU
2634,8.0,Irondell
2634,7.5,weezeral
2634,5.0,Kweevnidny
2634,3.0,loopoocat
3814,6.0,dakerr
3814,6.0,breakmanynecks
3814,5.0,loopoocat
3826,6.0,Nap16
3826,5.0,rayzg
3827,5.0,evingerm@epix.net
3827,5.0,loopoocat
3829,7.0,oldgoat3769967
3829,6.0,PzVIE
3829,6.0,jmdsplotter
3830,4.0,loopoocat
3842,5.0,evingerm@epix.net
3842,4.0,jmdsplotter
3842,3.0,loopoocat
3844,5.0,akapastorguy
3849,6.0,Dave41fan
3849,5.0,loopoocat
3849,5.0,evingerm@epix.net
3849,3.0,SeanXor
3849,3.0,lordyuric
3863,6.0,loopoocat
3863,4.0,breakmanynecks
3863,2.5,mcpranno
3884,4.0,PzVIE
3884,4.0,jmdsplotter
3892,8.0,navhogan
3892,7.0,Rikmaster
3892,6.0,breakmanynecks
3892,5.0,mcpranno
3805,4.0,oldgoat3769967
3805,3.0,rseater
3682,7.0,loopoocat
3682,5.0,evingerm@epix.net
3682,4.0,dougadamsau
3687,7.0,Chris Sjoholm
3687,5.0,evingerm@epix.net
3687,1.0,Sacco
3700,9.0,ArmoredYak
3716,9.0,breakmanynecks
3716,8.0,ArmoredYak
3716,8.0,Blastpop
3716,2.0,loopoocat
3772,9.0,sdiberar
3772,7.0,Eagles
3772,7.0,rseater
3772,3.0,Shakar
3719,7.0,Be4tngU
3719,5.0,evingerm@epix.net
3719,5.0,Nap16
3719,2.0,OGRussHood
3719,1.0,Chris Sjoholm
3746,6.0,cbazler
3746,5.0,evingerm@epix.net
3746,5.0,yolandavi
3759,5.0,evingerm@epix.net
3759,4.1,Nap16
3759,3.0,oldgoat3769967
3759,2.0,OGRussHood
3759,1.5,TomVasel
3760,7.5,Rikmaster
3760,6.0,Condompete
3760,5.0,evingerm@epix.net
3760,5.0,wa11eye
3894,5.0,RockyMountainNavy
3894,5.0,cat5brother
3896,4.0,evingerm@epix.net
3896,4.0,loopoocat
4016,9.0,vindex
4016,8.0,Lawrence Hung
4016,8.0,dakerr
4016,7.0,mcpranno
4016,7.0,waltermac
4016,7.0,Historix
4016,6.5,RockyMountainNavy
4016,6.0,airjudden
4016,6.0,breakmanynecks
4022,8.0,akapastorguy
4022,5.0,evingerm@epix.net
4025,5.0,loopoocat
4034,7.0,mcl020
4034,7.0,LUMA78
4034,6.0,pietlavens
4034,3.5,Hessu68
4034,3.0,kystas
4034,3.0,Sintonic
4034,3.0,Zebigboss
4038,6.0,Jofarin
4038,6.0,OGRussHood
4038,4.0,rmjordan
4038,4.0,crimescene
4038,3.6,naarnold
4038,3.0,PzVIE
4038,3.0,oldgoat3769967
4042,1.0,loopoocat
4064,5.0,Chris Sjoholm
4064,5.0,loopoocat
4064,4.0,OGRussHood
4064,3.0,himokl
4012,7.0,Lawrence Hung
4012,6.0,lroces1969
4012,5.0,FRANCONY robin
4073,3.0,oldgoat3769967
4073,2.5,TomVasel
4081,6.0,OGRussHood
4081,4.0,evingerm@epix.net
4082,7.0,csugioka
4082,6.0,PBrennan
4082,4.0,JasonSaastad
4097,4.0,loopoocat
4097,3.0,rossum
3951,6.0,loopoocat
3951,6.0,Walt Mulder
3951,6.0,kathuna
3951,5.0,Peerchen
3951,5.0,PzVIE
3909,5.8,Walt Mulder
3909,2.5,weezeral
3915,5.0,evingerm@epix.net
3915,3.0,loopoocat
3916,7.0,Wilco
3916,7.0,OGRussHood
3916,4.0,loopoocat
3916,2.0,JasonSaastad
3920,5.0,ddash
3920,4.0,drakecoldwinter
3937,8.0,fake
3937,6.0,jenf
3937,6.0,TomVasel
3937,6.0,oldgoat3769967
3937,5.0,loopoocat
3937,2.0,crowchaser
3944,4.0,mjmelen
3944,3.0,TomVasel
3944,3.0,loopoocat
3944,3.0,oldgoat3769967
3946,7.0,ToonKrijthe
3946,7.0,Be4tngU
3946,6.0,kathuna
3946,4.0,loopoocat
3946,4.0,Hessu68
3946,3.0,hauwech
4010,8.0,dakerr
4010,7.0,RockyMountainNavy
4010,7.0,lroces1969
4010,6.0,vindex
3983,7.0,khronosTdG
3983,6.0,HilkMAN
3983,6.0,loopoocat
3983,6.0,kathuna
3983,5.0,gonzo104
3983,5.0,Largovos
3983,4.0,PzVIE
3989,6.0,Thesp
3996,5.0,evingerm@epix.net
3996,3.0,larryjrice
3999,8.0,cfarrell
3999,6.0,Peerchen
3999,6.0,fake
3999,6.0,Pfluftl
3999,5.0,hauwech
3999,5.0,gonzo104
3999,5.0,FC Dynamo Turbine
3999,5.0,jmdsplotter
3999,5.0,kathuna
3999,4.0,PzVIE
3669,7.0,Condompete
3669,6.5,mirsik
3669,6.0,n_and
3669,6.0,airjudden
3669,6.0,oldgoat3769967
3669,5.0,TigerTailz
3669,5.0,PzVIE
3669,4.0,loopoocat
3666,7.0,dakerr
3666,5.5,Nap16
3666,3.0,loopoocat
3650,6.0,dakerr
3650,6.0,breakmanynecks
3650,5.0,oldgoat3769967
3650,4.0,loopoocat
3371,5.0,juuzzom
3371,5.0,woodnoggin
3371,4.0,Hessu68
3371,1.0,loopoocat
3376,7.0,zaarin7
3376,6.0,loopoocat
3376,4.0,breakmanynecks
3384,7.0,pezboy
3384,7.0,breakmanynecks
3384,3.0,loopoocat
3398,4.0,oldgoat3769967
3423,6.0,Walt Mulder
3423,3.0,rseater
3447,4.0,Hessu68
3447,2.0,loopoocat
3447,1.0,PzVIE
3451,2.0,mcpranno
3468,10.0,Walt Mulder
3468,6.0,evingerm@epix.net
3468,6.0,dakerr
3468,3.0,mcpranno
3356,7.0,evingerm@epix.net
3356,7.0,Condompete
3356,6.5,Rikmaster
3356,6.0,oldgoat3769967
3356,4.0,loopoocat
3355,6.0,ddash
3355,4.0,Spiderman_
3306,6.9,Eric Ridley
3306,3.0,jmdsplotter
3306,2.0,dwrigley
3306,2.0,oldgoat3769967
3266,4.0,brian
3266,1.0,Peerchen
3268,5.0,kathuna
3268,4.0,fake
3268,4.0,Kweevnidny
3268,4.0,Arkeo
3268,3.9,rjgomes
3268,3.5,Largovos
3268,3.0,Stefan Brück
3268,3.0,oldgoat3769967
3297,4.0,Maja Dorn
3297,4.0,oskari
3297,4.0,Florian Sohns
3297,4.0,kathuna
3297,2.0,PzVIE
3298,6.0,Maja Dorn
3298,5.0,FC Dynamo Turbine
3298,5.0,Florian Sohns
3298,4.0,Stefan Brück
3298,4.0,fake
3298,3.0,akapastorguy
3298,2.0,PBrennan
3354,8.0,DukeofChutney
3354,7.0,yetima
3354,6.0,vindex
3354,6.0,dakerr
3354,6.0,lroces1969
3325,3.0,loopoocat
3329,7.0,loopoocat
3329,6.5,Florian Sohns
3329,6.0,Peerchen
3329,6.0,hauwech
3329,6.0,kathuna
3329,5.5,HilkMAN
3329,5.0,akapastorguy
3329,5.0,ddash
3329,4.0,Koert
3329,4.0,Michael Maschke
3329,3.0,Stefan Brück
3329,3.0,boxoftricks_13
3329,2.0,Maja Dorn
3330,6.0,Mobby
3330,6.0,kathuna
3330,5.0,PzVIE
3330,5.0,loopoocat
3335,7.0,crimescene
3335,6.0,kathuna
3335,5.5,HilkMAN
3335,5.0,gonzo104
3335,5.0,Arkeo
3335,4.0,PzVIE
3335,4.0,jueja
3335,4.0,Michael Maschke
3335,3.0,fake
3338,7.0,Handballer
3338,7.0,Joel2014
3338,6.0,Stefan Brück
3338,6.0,PzVIE
3338,6.0,Largovos
3338,6.0,kathuna
3338,5.0,Florian Sohns
3338,5.0,jmdsplotter
3338,4.0,hauwech
3338,4.0,FC Dynamo Turbine
3342,3.0,loopoocat
3349,7.0,crimescene
3349,6.0,Maja Dorn
3349,6.0,ddash
3349,6.0,Kroupflecken
3349,6.0,kathuna
3349,5.0,fake
3349,5.0,Michael Maschke
3349,4.0,akapastorguy
3349,3.0,loopoocat
3349,3.0,hauwech
3351,9.0,hauwech
3351,5.0,loopoocat
3351,5.0,fake
3351,3.0,jmdsplotter
3473,5.0,khronosTdG
3473,4.0,Prometeo
3486,5.0,Stefan Brück
3486,4.75,jmdsplotter
3486,4.0,akapastorguy
3598,5.0,mcpranno
3598,5.0,PzVIE
3598,5.0,loopoocat
3598,5.0,jmdsplotter
3598,4.0,loopoocat
3610,6.0,evingerm@epix.net
3610,4.0,oldgoat3769967
3610,3.0,mcpranno
3610,3.0,TigerTailz
3610,3.0,PzVIE
3610,3.0,loopoocat
3612,8.0,sdiberar
3612,7.0,atticusfinch1960
3612,6.0,mcpranno
3612,5.0,loopoocat
3620,7.0,mcpranno
3620,7.0,PzVIE
3620,6.0,hauwech
3620,6.0,jmdsplotter
3620,5.0,gonzo104
3620,4.0,metelo
3620,4.0,loopoocat
3628,8.0,hauwech
3628,7.0,gonzo104
3628,6.0,akapastorguy
3628,6.0,kathuna
3628,6.0,softfairy
3628,5.8,pietlavens
3628,5.0,FC Dynamo Turbine
3628,4.0,csugioka
3628,4.0,Dathkadan
3628,3.0,fake
3629,4.0,rossum
3629,2.0,fake
3634,6.5,mcpranno
3634,6.0,lroces1969
3639,8.0,Tycho
3639,6.0,loopoocat
3649,5.0,loopoocat
3649,4.0,Maja Dorn
3649,4.0,mcpranno
3564,8.0,fake
3564,7.0,i7dealer
3564,6.0,jmdsplotter
3564,4.0,PzVIE
3564,2.0,cfarrell
3501,5.0,Prometeo
3502,5.0,SeanXor
3502,4.5,Abiteacher
3502,3.0,jmdsplotter
3502,3.0,loopoocat
3502,2.0,cat5brother
3503,5.0,Kroupflecken
3503,3.0,loopoocat
3503,2.0,cat5brother
3512,3.0,KingRob
3524,3.0,mcpranno
3538,5.0,dakerr
3538,1.0,fake
3552,7.0,i7dealer
3552,7.0,Be4tngU
3552,6.0,ddash
3552,5.0,evingerm@epix.net
3552,5.0,loopoocat
3557,3.0,loopoocat
2319,7.0,loopoocat
2319,7.0,kathuna
2319,6.0,Stefan Brück
2319,5.0,hauwech
2319,5.0,kystas
2319,5.0,barber
2319,4.0,Kosmonaut
2315,6.0,rod3556lhs
2315,6.0,dakerr
2315,5.0,oldgoat3769967
2315,3.0,loopoocat
784,7.0,loopoocat
784,5.0,fnord23
905,6.0,Nova
905,6.0,kathuna
905,5.0,Chris Sjoholm
